portfolio_id,desk_id,office_id,pf_category,start_date,sold,country_code,euribor_rate,currency,libor_rate,bought,creation_date,indicator_code,sell_date,type,hedge_value,status,return
PF00011030,,OFF00001002,B,20130806,22000000,M,0.0013,CHF,0.2373818182,21979778.6036847,20130805,TRUE,20131107,D,TRUE,TRUE,0.00432
PF00011076,,OFF00001002,C,20130827,17743000,M,0.0013,CHF,0.2373818182,17742778.2125,20130827,TRUE,20130830,E,TRUE,TRUE,0.0018
PF00011077,,OFF00001002,C,20130827,31229000,M,0.0013,CHF,0.2373818182,31228028.4311112,20130827,TRUE,20130903,E,TRUE,TRUE,0.00192
PF00011078,,OFF00001002,C,20130827,18986000,M,0.0013,CHF,0.2373818182,18985409.3244444,20130827,TRUE,20130903,E,TRUE,TRUE,0.00192
PF00011089,,OFF00001002,C,20130829,7205000,M,0.0013,CHF,0.2373818182,7199356.08333334,20130829,TRUE,20131202,E,TRUE,TRUE,0.0036
PF00011090,,OFF00001002,B,20130902,88000000,N,0.0013,GBP,0.8346886364,87872933.3309258,20130829,TRUE,20131202,C,TRUE,TRUE,0.00696
PF00011091,,OFF00001002,C,20130830,77000000,M,0.0013,CHF,0.2373818182,76985027.7777778,20130830,TRUE,20130927,E,TRUE,TRUE,0.003
PF00011092,,OFF00001002,C,20130830,81719000,M,0.0013,CHF,0.2373818182,81716298.7330556,20130830,TRUE,20130906,E,TRUE,TRUE,0.00204
PF00011117,,OFF00001002,C,20130910,21021000,M,0.00129,CHF,0.2403047619,21020346.0133334,20130910,TRUE,20130917,E,TRUE,TRUE,0.00192
PF00011118,,OFF00001002,C,20130910,21956000,M,0.00129,CHF,0.2403047619,21955316.9244444,20130910,TRUE,20130917,E,TRUE,TRUE,0.00192
PF00011120,,OFF00001002,C,20130911,18645000,M,0.00129,CHF,0.2403047619,18631016.25,20130911,TRUE,20131210,E,TRUE,TRUE,0.0036
PF00011123,,OFF00001002,B,20130916,38500000,T,0.00129,USD,0.6526857143,38495829.618458,20130912,TRUE,20131016,B,TRUE,TRUE,0.00156
PF00011129,,OFF00001002,C,20130916,55033000,M,0.00129,CHF,0.2403047619,55021534.7916666,20130916,TRUE,20131016,E,TRUE,TRUE,0.003
PF00011130,,OFF00001002,C,20130916,33000000,M,0.00129,CHF,0.2403047619,32998973.3333334,20130916,TRUE,20130923,E,TRUE,TRUE,0.00192
PF00011132,,OFF00001002,C,20130917,21296000,M,0.00129,CHF,0.2403047619,21292876.5866666,20130917,TRUE,20131011,E,TRUE,TRUE,0.00264
PF00011133,,OFF00001002,C,20130917,167376000,M,0.00129,CHF,0.2403047619,167351451.52,20130917,TRUE,20131011,E,TRUE,TRUE,0.00264
PF00011142,,OFF00001002,C,20130920,33011000,M,0.00129,CHF,0.2403047619,33010449.8166666,20130920,TRUE,20130927,E,TRUE,TRUE,0.0018
PF00012296,,OFF00001002,C,20141103,96206000,M,0.0001,CHF,0.15457,96205679.3133334,20141103,TRUE,20141104,E,FALSE,TRUE,0.00144
PF00012297,,OFF00001002,C,20141103,33000000,M,0.0001,CHF,0.15457,32993583.3333334,20141103,TRUE,20141208,E,FALSE,TRUE,0.0024
PF00012308,,OFF00001002,B,20141107,55000000,T,0.0001,USD,0.56206,54991338.8641289,20141106,TRUE,20150112,B,FALSE,TRUE,0.00108
PF00012321,,OFF00001002,C,20141112,8195000,M,0.0001,CHF,0.15457,8194792.84861112,20141112,TRUE,20141119,E,FALSE,TRUE,0.00156
PF00012322,,OFF00001002,C,20141112,22000000,M,0.0001,CHF,0.15457,21985382.2222222,20141112,TRUE,20150212,E,FALSE,TRUE,0.00312
PF00012323,,OFF00001002,C,20141112,138479000,M,0.0001,CHF,0.15457,138448226.888888,20141112,TRUE,20141222,E,FALSE,TRUE,0.0024
PF00012327,,OFF00001002,C,20141114,73491000,M,0.0001,CHF,0.15457,73479568.0666666,20141114,TRUE,20141212,E,FALSE,TRUE,0.0024
PF00012330,,OFF00001002,C,20141114,132000000,M,0.0001,CHF,0.15457,131910900,20141114,TRUE,20150212,E,FALSE,TRUE,0.00324
PF00012334,,OFF00001002,B,20141120,27500000,U,0.0001,JPY,0.280895,27497555.7728202,20141118,TRUE,20141222,F,FALSE,TRUE,0.0012
PF00012337,,OFF00001001,A,20141119,27500000,T,0.0001,USD,0.56206,27490866.9231,20141118,TRUE,20150219,A,FALSE,TRUE,0.00156
PF00012338,,OFF00001001,A,20141121,38500000,T,0.0001,USD,0.56206,38497679.4454335,20141119,TRUE,20141222,A,FALSE,TRUE,0.00084
PF00012339,,OFF00001001,A,20141121,44000000,T,0.0001,USD,0.56206,43985069.5125154,20141119,TRUE,20150223,A,FALSE,TRUE,0.00156
PF00012341,,OFF00001002,C,20141119,22000000,M,0.0001,CHF,0.15457,21984820,20141119,TRUE,20150219,E,FALSE,TRUE,0.00324
PF00012342,,OFF00001002,C,20141119,26587000,M,0.0001,CHF,0.15457,26586822.7533334,20141119,TRUE,20141121,E,FALSE,TRUE,0.00144
PF00012343,,OFF00001002,C,20141119,24585000,M,0.0001,CHF,0.15457,24584378.5458334,20141119,TRUE,20141126,E,FALSE,TRUE,0.00156
PF00012344,,OFF00001002,B,20141124,44000000,T,0.0001,USD,0.56206,43992301.3472643,20141120,TRUE,20150126,B,FALSE,TRUE,0.0012
PF00012352,,OFF00001001,A,20141126,22000000,T,0.0001,USD,0.56206,21992693.53848,20141125,TRUE,20150227,A,FALSE,TRUE,0.00156
PF00012353,,OFF00001002,C,20141125,37565000,M,0.0001,CHF,0.15457,37540040.1444444,20141125,TRUE,20150225,E,FALSE,TRUE,0.00312
PF00012356,,OFF00001002,B,20141128,49500000,T,0.0001,USD,0.56206,49497360.1407925,20141126,TRUE,20141230,B,FALSE,TRUE,0.00072
PF00012358,,OFF00001002,B,20141126,440000,N,0.0001,GBP,0.9918145,439831.297584489,20141126,TRUE,20141222,C,FALSE,TRUE,0.00672
PF00012373,,OFF00001001,A,20141203,27500000,T,0.00021,USD,0.5497608696,27491065.4037438,20141203,TRUE,20150303,A,FALSE,TRUE,0.00156
PF00012361,,OFF00001002,C,20141128,27500000,M,0.0001,CHF,0.15457,27499304.8611112,20141128,TRUE,20141205,E,FALSE,TRUE,0.00156
PF00012363,,OFF00001002,C,20141201,56100000,M,0.00021,CHF,0.1015826087,56063129.8333334,20141201,TRUE,20150227,E,FALSE,TRUE,0.00312
PF00010136,,OFF00001002,C,20121108,264000,M,0.0011,CHF,0.3149636364,263986.653333334,20121108,TRUE,20121115,E,TRUE,TRUE,0.00312
PF00010137,,OFF00001002,C,20121108,137203000,M,0.0011,CHF,0.3149636364,137202123.425278,20121108,TRUE,20121109,E,TRUE,TRUE,0.00276
PF00010138,,OFF00001002,C,20121108,26609000,M,0.0011,CHF,0.3149636364,26608829.9980556,20121108,TRUE,20121109,E,TRUE,TRUE,0.00276
PF00010139,,OFF00001002,C,20121108,79684000,M,0.0011,CHF,0.3149636364,79683490.9077778,20121108,TRUE,20121109,E,TRUE,TRUE,0.00276
PF00010408,,OFF00001002,C,20121228,69894000,M,0.00113,CHF,0.2376380952,69870896.15,20121228,TRUE,20130201,E,TRUE,TRUE,0.00408
PF00010409,,OFF00001002,C,20121228,95106000,M,0.00113,CHF,0.2376380952,95074562.1833334,20121228,TRUE,20130201,E,TRUE,TRUE,0.00408
PF00010410,,OFF00001002,C,20121228,97900000,M,0.00113,CHF,0.2376380952,97892657.5,20121228,TRUE,20130107,E,TRUE,TRUE,0.00324
PF00010411,,OFF00001002,C,20121228,22000000,M,0.00113,CHF,0.2376380952,21998930.5555556,20121228,TRUE,20130104,E,TRUE,TRUE,0.003
PF00010413,,OFF00001002,C,20121228,47586000,M,0.00113,CHF,0.2376380952,47584968.97,20121228,TRUE,20121231,E,TRUE,TRUE,0.00312
PF00010414,,OFF00001002,C,20121228,24728000,M,0.00113,CHF,0.2376380952,24727464.2266666,20121228,TRUE,20121231,E,TRUE,TRUE,0.00312
PF00010415,,OFF00001002,C,20121228,234432000,M,0.00113,CHF,0.2376380952,234426920.64,20121228,TRUE,20121231,E,TRUE,TRUE,0.00312
PF00010566,,OFF00001002,B,20130219,3190000,T,0.00122,USD,0.761875,3188065.90668328,20130219,TRUE,20130521,B,TRUE,TRUE,0.00288
PF00010571,,OFF00001001,A,20130222,11000000,T,0.00122,USD,0.761875,10996936.1314056,20130220,TRUE,20130422,A,TRUE,TRUE,0.00204
PF00012395,,OFF00001002,B,20141210,11000000,T,0.00021,USD,0.5497608696,10996426.1614975,20141208,TRUE,20150310,B,FALSE,TRUE,0.00156
PF00012396,,OFF00001001,A,20141210,22000000,T,0.00021,USD,0.5497608696,21992852.3229951,20141208,TRUE,20150310,A,FALSE,TRUE,0.00156
PF00012411,,OFF00001002,C,20141211,60379000,M,0.00021,CHF,0.1015826087,60335225.225,20141211,TRUE,20150311,E,FALSE,TRUE,0.00348
PF00012412,,OFF00001002,C,20141211,341000,M,0.00021,CHF,0.1015826087,340752.775,20141211,TRUE,20150311,E,FALSE,TRUE,0.00348
PF00012429,,OFF00001002,B,20141219,110000000,T,0.00021,USD,0.5497608696,109958765.462951,20141217,TRUE,20150319,B,FALSE,TRUE,0.0018
PF00012431,,OFF00001002,B,20141219,157300000,T,0.00021,USD,0.5497608696,157276408.538719,20141217,TRUE,20150202,B,FALSE,TRUE,0.00144
PF00012445,,OFF00001002,B,20141222,42900000,T,0.00021,USD,0.5497608696,42883739.9152821,20141219,TRUE,20150323,B,FALSE,TRUE,0.0018
PF00012446,,OFF00001002,B,20141222,28600000,N,0.00021,GBP,0.8902843478,28569059.3174022,20141219,TRUE,20150227,C,FALSE,TRUE,0.00708
PF00012448,,OFF00001002,C,20141222,12705000,M,0.00021,CHF,0.1015826087,12701442.6,20141222,TRUE,20150202,E,FALSE,TRUE,0.00288
PF00012450,,OFF00001002,C,20141222,100727000,M,0.00021,CHF,0.1015826087,100726608.283889,20141222,TRUE,20141223,E,FALSE,TRUE,0.00168
PF00012451,,OFF00001001,A,20141223,22000000,T,0.00021,USD,0.5497608696,21992302.6940571,20141223,TRUE,20150323,A,FALSE,TRUE,0.00168
PF00012463,,OFF00001002,C,20141229,66143000,M,0.00021,CHF,0.1015826087,66142706.0311112,20141229,TRUE,20141230,E,FALSE,TRUE,0.00192
PF00012466,,OFF00001002,C,20141230,28600000,M,0.00021,CHF,0.1015826087,28599054.6111112,20141230,TRUE,20150106,E,FALSE,TRUE,0.00204
PF00012467,,OFF00001002,C,20141230,60500000,M,0.00021,CHF,0.1015826087,60498000.138889,20141230,TRUE,20150106,E,FALSE,TRUE,0.00204
PF00011166,,OFF00001002,C,20130930,66143000,M,0.00129,CHF,0.2403047619,66109432.4275,20130930,TRUE,20131202,E,TRUE,TRUE,0.00348
PF00011168,,OFF00001002,C,20130930,72490000,M,0.00129,CHF,0.2403047619,72474535.4666666,20130930,TRUE,20131101,E,TRUE,TRUE,0.00288
PF00011169,,OFF00001002,C,20130930,31130000,M,0.00129,CHF,0.2403047619,31129092.0416666,20130930,TRUE,20131007,E,TRUE,TRUE,0.0018
PF00011170,,OFF00001002,C,20130930,1364000,M,0.00129,CHF,0.2403047619,1363960.21666666,20130930,TRUE,20131007,E,TRUE,TRUE,0.0018
PF00011172,,OFF00001002,B,20131007,33000000,U,0.00128,JPY,0.395156087,32997158.5780113,20131003,TRUE,20131107,F,TRUE,TRUE,0.0012
PF00011173,,OFF00001002,C,20131004,162184000,M,0.00128,CHF,0.2270521739,162178954.275556,20131004,TRUE,20131011,E,TRUE,TRUE,0.00192
PF00011174,,OFF00001002,C,20131004,5863000,M,0.00128,CHF,0.2270521739,5862817.59555556,20131004,TRUE,20131011,E,TRUE,TRUE,0.00192
PF00011187,,OFF00001002,C,20131016,55055000,M,0.00128,CHF,0.2270521739,55041236.25,20131016,TRUE,20131115,E,TRUE,TRUE,0.0036
PF00011189,,OFF00001002,C,20131016,55000000,M,0.00128,CHF,0.2270521739,54968222.2222222,20131016,TRUE,20131220,E,TRUE,TRUE,0.00384
PF00011191,,OFF00001002,C,20131016,29469000,M,0.00128,CHF,0.2270521739,29467567.4791666,20131016,TRUE,20131023,E,TRUE,TRUE,0.003
PF00011192,,OFF00001002,C,20131017,22187000,M,0.00128,CHF,0.2270521739,22182069.5555556,20131017,TRUE,20131118,E,TRUE,TRUE,0.003
PF00011200,,OFF00001002,B,20131021,5500000,T,0.00128,USD,0.6177847826,5496628.73437625,20131018,TRUE,20140122,B,TRUE,TRUE,0.00288
PF00011221,,OFF00001002,B,20131031,6490000,T,0.00128,USD,0.6177847826,6489217.68875641,20131031,TRUE,20131202,B,TRUE,TRUE,0.00168
PF00011222,,OFF00001002,C,20131031,203830000,M,0.00128,CHF,0.2270521739,203787875.133334,20131031,TRUE,20131202,E,TRUE,TRUE,0.00288
PF00011224,,OFF00001002,C,20131031,21791000,M,0.00128,CHF,0.2270521739,21786496.5266666,20131031,TRUE,20131202,E,TRUE,TRUE,0.00288
PF00011225,,OFF00001002,C,20131031,132000000,M,0.00128,CHF,0.2270521739,131900046.666666,20131031,TRUE,20140203,E,TRUE,TRUE,0.00348
PF00011272,,OFF00001002,C,20131119,4708000,M,0.00129,CHF,0.212847619,4707871.83777778,20131119,TRUE,20131126,E,TRUE,TRUE,0.00168
PF00011276,,OFF00001002,C,20131121,40623000,M,0.00129,CHF,0.212847619,40594970.13,20131121,TRUE,20140221,E,TRUE,TRUE,0.00324
PF00011278,,OFF00001002,C,20131122,11968000,M,0.00129,CHF,0.212847619,11967468.0888888,20131122,TRUE,20131202,E,TRUE,TRUE,0.00192
PF00011279,,OFF00001002,C,20131122,4389000,M,0.00129,CHF,0.212847619,4388804.93333334,20131122,TRUE,20131202,E,TRUE,TRUE,0.00192
PF00011339,,OFF00001002,C,20131206,88000000,M,0.0017,CHF,0.1865454545,87936200,20131206,TRUE,20140306,E,TRUE,TRUE,0.00348
PF00011340,,OFF00001002,C,20131206,43593000,M,0.0017,CHF,0.1865454545,43591813.3016666,20131206,TRUE,20131213,E,TRUE,TRUE,0.00168
PF00011341,,OFF00001002,C,20131206,2607000,M,0.0017,CHF,0.1865454545,2606929.03166666,20131206,TRUE,20131213,E,TRUE,TRUE,0.00168
PF00008951,DSK00006145,OFF00001001,A,20120228,469634000,T,0.00701,USD,1.0711880952,469629173.255719,20120228,,20120229,A,,TRUE,0.00444
PF00008957,DSK00006148,OFF00001001,A,20120229,86097000,T,0.00701,USD,1.0711880952,86095421.5839376,20120229,,20120301,A,,TRUE,0.00792
PF00008960,DSK00006148,OFF00001002,C,20120229,137511000,M,0.00701,CHF,0.35696,137509815.8775,20120229,,20120301,E,,TRUE,0.00372
PF00008967,DSK00006146,OFF00001002,C,20120301,142989000,M,0.00549,CHF,0.3765440909,142978712.735834,20120301,,20120308,E,,TRUE,0.00444
PF00008969,DSK00006146,OFF00001002,C,20120301,49104000,M,0.00549,CHF,0.3765440909,49100467.24,20120301,,20120308,E,,TRUE,0.00444
PF00008970,DSK00006152,OFF00001002,C,20120301,662706000,M,0.00549,CHF,0.3765440909,662422509.1,20120301,,20120329,E,,TRUE,0.0066
PF00008971,DSK00006152,OFF00001002,C,20120301,24794000,M,0.00549,CHF,0.3765440909,24783393.6777778,20120301,,20120329,E,,TRUE,0.0066
PF00008972,DSK00006153,OFF00001002,C,20120301,110000000,M,0.00549,CHF,0.3765440909,109999052.777778,20120301,,20120302,E,,TRUE,0.00372
PF00008973,DSK00006153,OFF00001001,A,20120301,110000000,T,0.00549,USD,1.0534477273,109998655.571988,20120301,,20120302,A,,TRUE,0.00528
PF00008974,DSK00006154,OFF00001002,B,20120305,165000000,T,0.00549,USD,1.0534477273,164982676.818934,20120301,,20120312,B,,TRUE,0.00648
PF00009136,DSK00006219,OFF00001002,B,20120404,2200000,M,0.00417,CHF,0.3548247619,2199875.95143941,20120402,,20120411,D,,TRUE,0.00348
PF00009137,DSK00006223,OFF00001001,A,20120404,22000000,T,0.00417,USD,0.948752381,21999755.5582716,20120402,,20120405,A,,TRUE,0.0048
PF00009144,DSK00006219,OFF00001002,C,20120404,51634000,M,0.00417,CHF,0.3548247619,51630586.4188889,20120404,,20120411,E,,TRUE,0.00408
PF00009146,DSK00006223,OFF00001002,C,20120404,163031000,M,0.00417,CHF,0.3548247619,163029731.981112,20120404,,20120405,E,,TRUE,0.00336
PF00009147,DSK00006224,OFF00001002,B,20120410,137500000,T,0.00417,USD,0.948752381,137486633.24399,20120404,,20120417,B,,TRUE,0.006
PF00009149,DSK00006224,OFF00001001,A,20120410,17600000,T,0.00417,USD,0.948752381,17598494.3510388,20120404,,20120417,A,,TRUE,0.00528
PF00009151,DSK00006223,OFF00001002,C,20120404,649000,M,0.00417,CHF,0.3548247619,648994.952222222,20120404,,20120405,E,,TRUE,0.00336
PF00009152,DSK00006225,OFF00001002,C,20120405,247500000,M,0.00417,CHF,0.3548247619,247483637.5,20120405,,20120412,E,,TRUE,0.00408
PF00009154,DSK00006225,OFF00001002,C,20120405,756855000,M,0.00417,CHF,0.3548247619,756804963.475,20120405,,20120412,E,,TRUE,0.00408
PF00009155,DSK00006225,OFF00001002,C,20120405,38445000,M,0.00417,CHF,0.3548247619,38442458.3583334,20120405,,20120412,E,,TRUE,0.00408
PF00009156,DSK00006226,OFF00001001,A,20120405,28028000,T,0.00417,USD,0.948752381,28026442.9753903,20120405,,20120410,A,,TRUE,0.0048
PF00009666,DSK00006433,OFF00001002,B,20120809,55000000,T,0.00372,USD,1.0653181818,54891300.129133,20120724,,20121123,B,,TRUE,0.0070121214
PF00009667,DSK00006434,OFF00001002,B,20120725,86900000,N,0.00372,GBP,1.5844572727,86889668.4613392,20120724,,20120802,C,,TRUE,0.00744
PF00009682,DSK00006440,OFF00001002,C,20120726,101013000,M,0.00372,CHF,0.3782363636,101012242.4025,20120726,,20120727,E,,TRUE,0.00324
PF00009706,DSK00006450,OFF00001002,C,20120802,277200000,M,0.00144,CHF,0.3488173913,277182752,20120802,,20120809,E,,TRUE,0.00384
PF00009685,DSK00006436,OFF00001002,B,20120727,32505000,T,0.00372,USD,1.0653181818,32503925.5646828,20120726,,20120803,B,,TRUE,0.00204
PF00009686,DSK00006441,OFF00001002,C,20120727,209000000,M,0.00372,CHF,0.3782363636,208995297.5,20120726,,20120730,E,,TRUE,0.00324
PF00009687,DSK00006441,OFF00001002,C,20120727,87736000,M,0.00372,CHF,0.3782363636,87734025.94,20120726,,20120730,E,,TRUE,0.00324
PF00009688,DSK00006441,OFF00001002,C,20120727,44154000,M,0.00372,CHF,0.3782363636,44153006.535,20120726,,20120730,E,,TRUE,0.00324
PF00009690,DSK00006443,OFF00001002,B,20120731,12100000,N,0.00372,GBP,1.5844572727,12083592.7983812,20120727,,20120928,C,,TRUE,0.01008
PF00009707,DSK00006450,OFF00001002,C,20120802,153142000,M,0.00144,CHF,0.3488173913,153132471.164444,20120802,,20120809,E,,TRUE,0.00384
PF00009708,DSK00006450,OFF00001002,C,20120802,11858000,M,0.00144,CHF,0.3488173913,11857262.1688888,20120802,,20120809,E,,TRUE,0.00384
PF00009709,DSK00006450,OFF00001002,C,20120802,88693000,M,0.00144,CHF,0.3488173913,88687653.7830556,20120802,,20120809,E,,TRUE,0.00372
PF00009712,DSK00006456,OFF00001002,C,20120802,110000000,M,0.00144,CHF,0.3488173913,109999175,20120802,,20120803,E,,TRUE,0.00324
PF00008540,DSK00006011,OFF00001002,C,20111228,5500000,M,0.01205,CHF,0.2940918182,5499857.91666666,20111228,,20111229,E,,TRUE,0.01116
PF00008541,DSK00006011,OFF00001002,C,20111228,121000000,M,0.01205,CHF,0.2940918182,120996975,20111228,,20111229,E,,TRUE,0.0108
PF00008542,DSK00006011,OFF00001002,C,20111228,55000000,M,0.01205,CHF,0.2940918182,54998579.1666666,20111228,,20111229,E,,TRUE,0.01116
PF00008543,DSK00006011,OFF00001002,C,20111228,8800000,M,0.01205,CHF,0.2940918182,8799772.66666666,20111228,,20111229,E,,TRUE,0.01116
PF00008598,DSK00006029,OFF00001002,C,20120106,6050000,M,0.01005,CHF,0.3159395455,6049095.8559014,20120106,,20120111,E,,TRUE,0.0129120744
PF00008599,DSK00006028,OFF00001002,C,20120106,366642100,M,0.01005,CHF,0.3159395455,366613074.167084,20120106,,20120109,E,,TRUE,0.0114
PF00008601,DSK00006028,OFF00001002,C,20120106,550488400,M,0.01005,CHF,0.3159395455,550444819.668334,20120106,,20120109,E,,TRUE,0.0114
PF00008724,DSK00006063,OFF00001001,A,20120123,478988400,T,0.01005,USD,1.0638863636,478980416.993051,20120123,,20120124,A,,TRUE,0.0072
PF00008725,DSK00006063,OFF00001002,C,20120123,406791000,M,0.01005,CHF,0.3159395455,406784785.1375,20120123,,20120124,E,,TRUE,0.0066
PF00008727,DSK00006063,OFF00001002,C,20120123,274758000,M,0.01005,CHF,0.3159395455,274753802.308334,20120123,,20120124,E,,TRUE,0.0066
PF00008729,DSK00006064,OFF00001001,A,20120126,71500000,T,0.01005,USD,1.0638863636,71490130.3903323,20120124,,20120202,A,,TRUE,0.00852
PF00008730,DSK00006066,OFF00001001,A,20120126,110000000,T,0.01005,USD,1.0638863636,109919880.620348,20120124,,20120227,A,,TRUE,0.00984
PF00008732,DSK00006067,OFF00001002,C,20120124,417612800,M,0.01005,CHF,0.3159395455,417606999.822222,20120124,,20120125,E,,TRUE,0.006
PF00008734,DSK00006067,OFF00001002,C,20120124,395758000,M,0.01005,CHF,0.3159395455,395752503.361112,20120124,,20120125,E,,TRUE,0.006
PF00008746,DSK00006072,OFF00001002,C,20120126,464453000,M,0.01005,CHF,0.3159395455,464447452.366944,20120126,,20120127,E,,TRUE,0.00516
PF00008747,DSK00006072,OFF00001002,C,20120126,121000000,M,0.01005,CHF,0.3159395455,120998554.722222,20120126,,20120127,E,,TRUE,0.00516
PF00008752,DSK00006074,OFF00001001,A,20120130,55000000,T,0.01005,USD,1.0638863636,54960611.5617141,20120126,,20120229,A,,TRUE,0.01032
PF00008755,DSK00006073,OFF00001002,B,20120130,44000000,N,0.01005,GBP,1.8008704545,43993250.3506311,20120127,,20120206,C,,TRUE,0.0096
PF00008756,DSK00006077,OFF00001002,C,20120127,165000000,M,0.01005,CHF,0.3159395455,164973049.869057,20120127,,20120206,E,,TRUE,0.0070560343
PF00008757,DSK00006069,OFF00001002,C,20120127,171952000,M,0.01005,CHF,0.3159395455,171934948.093334,20120127,,20120203,E,,TRUE,0.00612
PF00008758,DSK00006069,OFF00001002,C,20120127,158048000,M,0.01005,CHF,0.3159395455,158032326.906666,20120127,,20120203,E,,TRUE,0.00612
PF00008759,DSK00006069,OFF00001002,C,20120127,313500000,M,0.01005,CHF,0.3159395455,313469825.625,20120127,,20120203,E,,TRUE,0.00594
PF00008762,DSK00006078,OFF00001002,C,20120127,110000000,M,0.01005,CHF,0.3159395455,109996241.666667,20120127,,20120130,E,,TRUE,0.00492
PF00008764,DSK00006078,OFF00001002,C,20120127,235387900,M,0.01005,CHF,0.3159395455,235379857.580084,20120127,,20120130,E,,TRUE,0.00492
PF00008766,DSK00006078,OFF00001002,C,20120127,69097600,M,0.01005,CHF,0.3159395455,69095239.1653334,20120127,,20120130,E,,TRUE,0.00492
PF00008788,DSK00006087,OFF00001002,C,20120201,110000000,M,0.00701,CHF,0.35696,109999083.333333,20120201,,20120202,E,,TRUE,0.0036
PF00008790,DSK00006087,OFF00001002,C,20120201,82500000,M,0.00701,CHF,0.35696,82499312.5,20120201,,20120202,E,,TRUE,0.0036
PF00008795,DSK00006087,OFF00001001,A,20120201,176033000,T,0.00701,USD,1.0711880952,176030995.202555,20120201,,20120202,A,,TRUE,0.00492
PF00008806,DSK00006092,OFF00001002,C,20120202,15422000,M,0.00701,CHF,0.35696,15421862.9155556,20120202,,20120203,E,,TRUE,0.00384
PF00008807,DSK00006092,OFF00001002,C,20120202,72578000,M,0.00701,CHF,0.35696,72577354.8622222,20120202,,20120203,E,,TRUE,0.00384
PF00008859,DSK00006111,OFF00001001,A,20120213,220000000,T,0.00701,USD,1.0711880952,219996761.158794,20120213,,20120214,A,,TRUE,0.00636
PF00008862,DSK00006112,OFF00001001,A,20120214,220000000,T,0.00701,USD,1.0711880952,219996761.158794,20120214,,20120215,A,,TRUE,0.00636
PF00008864,DSK00006114,OFF00001001,A,20120216,71500000,T,0.00701,USD,1.0711880952,71491242.3228155,20120214,,20120223,A,,TRUE,0.00756
PF00008886,DSK00006119,OFF00001002,C,20120217,291577000,M,0.00701,CHF,0.35696,291556022.654722,20120217,,20120224,E,,TRUE,0.00444
PF00008887,DSK00006119,OFF00001002,C,20120217,231187000,M,0.00701,CHF,0.35696,231170367.379722,20120217,,20120224,E,,TRUE,0.00444
PF00008888,DSK00006122,OFF00001002,C,20120217,110000000,M,0.00701,CHF,0.35696,109996088.888889,20120217,,20120221,E,,TRUE,0.00384
PF00011354,,OFF00001002,C,20131211,31240000,M,0.0017,CHF,0.1865454545,31239149.5777778,20131211,TRUE,20131218,E,TRUE,TRUE,0.00168
PF00011355,,OFF00001002,C,20131213,49500000,M,0.0017,CHF,0.1865454545,49498845,20131213,TRUE,20131219,E,TRUE,TRUE,0.00168
PF00011357,,OFF00001002,C,20131213,37081000,M,0.0017,CHF,0.1865454545,37079990.5727778,20131213,TRUE,20131220,E,TRUE,TRUE,0.00168
PF00011358,,OFF00001002,B,20131218,49500000,T,0.0017,USD,0.5264045455,49470180.4745473,20131216,TRUE,20140218,B,TRUE,TRUE,0.0042
PF00011359,,OFF00001002,C,20131216,55011000,M,0.0017,CHF,0.1865454545,55001052.1775,20131216,TRUE,20140116,E,TRUE,TRUE,0.00252
PF00011360,,OFF00001002,C,20131216,83798000,M,0.0017,CHF,0.1865454545,83782846.5283334,20131216,TRUE,20140116,E,TRUE,TRUE,0.00252
PF00011363,,OFF00001002,C,20131216,91113000,M,0.0017,CHF,0.1865454545,91112670.9808334,20131216,TRUE,20131217,E,TRUE,TRUE,0.00156
PF00011370,,OFF00001002,C,20131218,61644000,M,0.0017,CHF,0.1865454545,61643777.3966666,20131218,TRUE,20131219,E,TRUE,TRUE,0.00156
PF00011372,,OFF00001002,C,20131218,44000000,M,0.0017,CHF,0.1865454545,43998973.3333334,20131218,TRUE,20131224,E,TRUE,TRUE,0.00168
PF00011373,,OFF00001002,C,20131218,24761000,M,0.0017,CHF,0.1865454545,24760422.2433334,20131218,TRUE,20131224,E,TRUE,TRUE,0.00168
PF00011374,,OFF00001002,C,20131218,68266000,M,0.0017,CHF,0.1865454545,68264407.1266666,20131218,TRUE,20131224,E,TRUE,TRUE,0.00168
PF00011375,,OFF00001002,C,20131218,42240000,M,0.0017,CHF,0.1865454545,42238521.6,20131218,TRUE,20131227,E,TRUE,TRUE,0.00168
PF00011376,,OFF00001002,C,20131218,5500000,M,0.0017,CHF,0.1865454545,5496107.22222222,20131218,TRUE,20140319,E,TRUE,TRUE,0.00336
PF00011377,,OFF00001002,B,20131223,55000000,T,0.0017,USD,0.5264045455,54952771.1461317,20131219,TRUE,20140324,B,TRUE,TRUE,0.00408
PF00011378,,OFF00001002,B,20131223,22000000,U,0.0017,JPY,0.3356813636,21997916.3084829,20131219,TRUE,20140123,F,TRUE,TRUE,0.00132
PF00011380,,OFF00001002,C,20131220,71500000,M,0.0017,CHF,0.1865454545,71447586.5277778,20131219,TRUE,20140320,E,TRUE,TRUE,0.00348
PF00011383,,OFF00001002,C,20131219,59400000,M,0.0017,CHF,0.1865454545,59398845,20131219,TRUE,20131224,E,TRUE,TRUE,0.00168
PF00011399,,OFF00001002,C,20131224,24761000,M,0.0017,CHF,0.1865454545,24760325.9505556,20131224,TRUE,20131231,E,TRUE,TRUE,0.00168
